person,year_raw,event,type,subtype,phase
bobrow,1984,UC Irvine 기계·항공우주공학과 부임 (학과 최초 로보틱스 인력),직업 이력,hire,early_career
bobrow,UCI 초기,연구비 부족으로 공압(pneumatic) 로봇 노선 채택; 청색 공압 로봇 등 다수 제작,연구·프로젝트,proj_start,early_career
bobrow,UCI 시기,시간 최적 제어에서 최대 페이로드 최적 제어로 확장; PUMA 로봇으로 제조사 사양의 3배 무게 들기 시연,연구·프로젝트,demo,mid_career
bobrow,약 1996–2001 (10–15년 전),동료 Dave Reinkensmeyer 합류 후 재활 로봇 연구 시작,실패·전환,pivot,mid_career
bobrow,재활 연구,"보행 재활 로봇 (UCLA에서 환자 임상), 상지 재활 로봇 (""slacking controller"") 개발",연구·프로젝트,proj_start,mid_career
bobrow,박사생,"Bryan Martin, Garrett Sohl, Scott Ploen (JPL); Eric Wolbrecht (Idaho 교수) 등 약 15명 배출",네트워크,student_notable,mid_career
bobrow,협업,"Steve Dubowsky(MIT), Frank Park(Seoul National), Oussama Khatib(Stanford), Athanasios Sideris(UCI), Mike McCarthy(UCI), 의사 Steve Cramer 등과 협력",네트워크,collab_start,mid_career
bobrow,2011,"인터뷰 시점: UC Irvine 기계·항공우주공학 교수, 재활 로봇·동역학·최적화 연구 지속",직업 이력,hire,mid_career
bolles,1945,메릴랜드 주 볼티모어 출생,개인사,birth,k12
bolles,1947년경,"두 살 반에 플로리다 주 게인즈빌로 이주, 이후 그곳에서 성장 (아버지는 University of Florida 음대 교수)",개인사,relocation,k12
bolles,1966,"게인즈빌 고교 시절, University of Florida에서 Ralph Selfridge 교수 인턴, Fortran II로 첫 프로그래밍 학습",교육,k12_enroll,k12
bolles,학부 시절,"Yale 대학교에서 수학 전공 (CS 학과 없어 수학 선택), Educational Testing 관련 프로그래밍 알바",교육,bs_major,undergrad
bolles,대학원 초기,"University of Pennsylvania 전기공학 석사, 박사 과정 중 베트남 전쟁 시기 입대 결정",교육,ms_graduate,grad
bolles,해군 복무,"Naval Postgraduate School(몬터레이)에서 약 4년간 컴퓨터 과학 교육 담당, Gary Kildall과 교류",외부 영향,war,grad
bolles,박사 과정,"Stanford로 이동, Jerry Feldman 지도; Lou Paul과 협업해 Ford Model T water pump 자동 조립 perception 담당",교육,phd_advisor,grad
bolles,1976,Stanford 졸업 후 SRI International 입사 (학위 정식 수여는 1977),직업 이력,hire,early_career
bolles,1976년 이후,"SRI에서 산업용 vision 프로젝트(Industrial Affiliates Program) 참여, Local Feature Focus 방법 개발",연구·프로젝트,proj_start,early_career
bolles,1981,"제1회 ISRR(국제로봇연구심포지엄, Bretton Woods) 발표 참가",학회·커뮤니티,conf_attend,early_career
bolles,1980년대 초,"Marty Fischler와 함께 RANSAC 알고리즘 개발, ACM 매거진에 발표",연구·프로젝트,breakthrough,early_career
bolles,1980년대 중,"Autonomous Land Vehicle(Martin Marietta) 스테레오 비전 프로젝트, Keith Nishihara·JPL과 협업",연구·프로젝트,proj_start,mid_career
bolles,20여 년 전,Harlan Baker와 epipolar-plane image analysis 개발 (구조-from-motion 초기 작업),연구·프로젝트,breakthrough,mid_career
bolles,1990년대 후반,"SRI Centibots 프로젝트(100대 로봇 건물 탐색)에 참여, Kurt Konolige의 Flakey 로봇과도 연관",연구·프로젝트,proj_start,mid_career
bolles,ISRR 4회,"UC Santa Cruz에서 ISRR 4차 대회 개최, Bernie Roth와 공동 호스트",학회·커뮤니티,conf_create,mid_career
bolles,3년간,International Journal of Computer Vision 편집위원 (Takeo Kanade 초빙),학회·커뮤니티,editorship,mid_career
bolles,2000년대 중,"DARPA LAGR 프로그램, Mooly Eden(Modey Agerwald)과 visual odometry 개발",연구·프로젝트,proj_start,senior
bolles,2007~2008,Predator UAV용 항공 영상 감시 알고리즘을 Raytheon 하청으로 포팅,연구·프로젝트,proj_start,senior
bolles,2010년경,"DARPA ARM-S/ARM-H 프로젝트 시작, Columbia(Peter Allen)·CMU(Matt Mason, Sid Srinivasa)와 협력",연구·프로젝트,proj_start,senior
bolles,2010년 11월 18일,Menlo Park에서 IEEE 구술 인터뷰 진행 (당시 SRI AI Center 프로그램 디렉터),개인사,personal_other,senior
bradski,출생,"Arizona 출생, 이후 Palo Alto(실리콘밸리)에서 성장",개인사,birth,k12
bradski,고교,Palo Alto High School 졸업,교육,k12_graduate,k12
bradski,학부,"UC Berkeley 전기공학 전공 (원래는 물리학 전공이었으나 변경), Otto Smith 교수 지도로 풍력 터빈 연구",교육,bs_major,undergrad
bradski,대학원,Boston University에서 Stephen Grossberg 지도로 생물학적 뇌 모델링 박사 (그 전 Neuroscience 사 EEG 회사 경험),교육,phd_graduate,grad
bradski,졸업 직후,"월스트리트 quant로 잠시 근무, 이후 Intel Research 합류 (이미지 처리 라이브러리 그룹)",직업 이력,hire,early_career
bradski,1999,Intel Research에서 OpenCV 시작 (러시아 계약직 활용),연구·프로젝트,proj_start,early_career
bradski,2001,OpenCV CVPR에서 공식 발표,연구·프로젝트,demo,early_career
bradski,닷컴 버블 붕괴 시기,"Intel Manufacturing과 통계 머신러닝 협업, Bayes Net Learning Library 발표",연구·프로젝트,paper,early_career
bradski,사바티칼 시기,"Sebastian Thrun이 Intel Research 방문, 이를 계기로 Stanford에서 sabbatical",교육,sabbatical_visit,mid_career
bradski,DARPA Grand Challenge 2회차,Stanford 팀(Stanley)에 합류해 컴퓨터 비전 팀 조직 및 우승,연구·프로젝트,breakthrough,mid_career
bradski,인텔 후반,"DARPA Cognitive Architectures 하청 자금으로 로봇 팔 구매, Andrew Ng의 STAIR 프로그램 촉발",연구·프로젝트,proj_start,mid_career
bradski,이후,"Intel 퇴사, Video Surf 스타트업에 약 1년 참여",직업 이력,move,mid_career
bradski,2008년경,"Andrew Ng 권유로 Willow Garage 합류, OpenCV 지원 지속",직업 이력,move,mid_career
bradski,Willow Garage 시기,"PR2 perception/object recognition 프레임워크 개발, ROS와 OpenCV 연동",연구·프로젝트,proj_start,mid_career
bradski,2011년 4월,NIST·백악관 OSTP(Thomas Kalil)와 함께 Solutions in Perception Challenge 1회 개최,학회·커뮤니티,conf_create,mid_career
bradski,이후,"Industrial Perception 공동 창업, Stanford에서 Perception for Robotics 강의",창업·산업,company_found,mid_career
bradski,2011년 6월 9일,IEEE 구술 인터뷰 진행,개인사,personal_other,mid_career
bruyninckx,1962년 12월 22일,벨기에 Turnhout 출생 (네덜란드 국경 인근 소도시),개인사,birth,k12
bruyninckx,유년~고교,"형을 따라 이과 계열 진학, 약 23세까지 유사한 진로",교육,k12_enroll,k12
bruyninckx,1984,Katholieke Universiteit Leuven 수학 석사 (Einstein 일반상대성이론 특수해 논문),교육,ms_graduate,grad
bruyninckx,1987,같은 대학 컴퓨터과학 석사 (IBM Skyway 로봇을 Modula-2로 인터페이싱),교육,ms_graduate,grad
bruyninckx,1988,Mechatronics 포스트그래듀에이트 석사 (CAD-기계 인터페이싱),교육,ms_graduate,grad
bruyninckx,1988년 8월~1989년 7월,군 복무,개인사,personal_other,grad
bruyninckx,1988~89,Leuven 기계공학과에서 Joris De Schutter 지도로 박사 시작 (Hendrik Van Brussel의 손자뻘 3세대),교육,phd_enroll,grad
bruyninckx,박사 초기,"첫 유럽 프로젝트 FIRST(Fundamentals of Intelligent Robot Systems) 참여, Mike Brady와 교류",연구·프로젝트,proj_start,grad
bruyninckx,박사 시절,두 번째 유럽 프로젝트 SECOND 참여,연구·프로젝트,proj_start,grad
bruyninckx,1995,Leuven 기계공학과에서 박사 학위 취득,교육,phd_graduate,grad
bruyninckx,1995 이후,"FWO(플랑드르 과학재단), Stanford 로보틱스, KTH(스웨덴) Centre for Autonomous Systems에서 연구",교육,postdoc,early_career
bruyninckx,1998,Leuven Assistant Professor 임명,직업 이력,hire,early_career
bruyninckx,1998년 11월 1일,오픈소스를 학술 연구의 핵심으로 삼기로 결정,연구·프로젝트,breakthrough,early_career
bruyninckx,2000,EURON(European Robotics Research Network) 멤버 합류,학회·커뮤니티,committee,early_career
bruyninckx,2001,"OROCOS 프로젝트 시작 (벨기에 공작기계 업체 3사 의뢰가 계기, KTH/LAAS와 OROCOS 유럽 프로젝트)",연구·프로젝트,proj_start,early_career
bruyninckx,2003년 10월,Associate Professor 승진,직업 이력,promotion,early_career
bruyninckx,2008,"Professor 승진; EURON 자금 종료, 커뮤니티 주도로 전환",직업 이력,promotion,mid_career
bruyninckx,2007,EURON 코디네이터 취임 (Henrik Christensen 미국 이주 후),학회·커뮤니티,committee,early_career
bruyninckx,이후,"Willow Garage 협력, PR2 베타 프로그램으로 OROCOS-ROS 브리지 연구",연구·프로젝트,proj_start,mid_career
bruyninckx,RoSta 프로젝트 외부 전문가,로봇 표준화 활동 참여,학회·커뮤니티,standards,mid_career
bruyninckx,이후,Rosetta 프로젝트 참여 (안전 표준 준비),학회·커뮤니티,standards,mid_career
bruyninckx,RETF 추진,Robotics Engineering Task Force 출범 추진 (IETF 모델 차용),학회·커뮤니티,conf_create,mid_career
bruyninckx,2011년 7월 8일,Leuven에서 IEEE 구술 인터뷰 진행,개인사,personal_other,mid_career
bruyninckx,2013년 10월,Full Professor 승진,직업 이력,promotion,mid_career
bruyninckx,2014년 2월,Eindhoven University of Technology 파트타임 Full Professor 겸직,직업 이력,admin_role,mid_career
burdick,1959년 5월 22일,뉴저지 주 Rahway 출생,개인사,birth,k12
burdick,유년~고교,"가족이 자주 이사, 동부 해안에서 7개 학교를 거침",개인사,relocation,k12
burdick,학부,"Duke University, 화학 전공으로 시작했다가 기계공학으로 전향, 화학·기계공학 복수 전공",교육,bs_major,undergrad
burdick,1982,Stanford 대학원 입학 (원래 유체역학 지망),교육,phd_enroll,grad
burdick,대학원 초기,"Oussama Khatib(당시 포스닥)와 force control 연구, Pascal 코드로 의사소통",네트워크,collab_start,grad
burdick,대학원 중기,첫 지도교수 Tom Binford 후 Bernie Roth로 변경; redundant manipulator 연구,교육,phd_advisor,grad
burdick,대학원 시절,Ron Fearing가 인계받기 전 첫 JPL Stanford Hand 전자 인터페이스 일부 제작,연구·프로젝트,proj_start,grad
burdick,1988년 초,Stanford 박사 학위 취득,교육,phd_graduate,grad
burdick,1988,Caltech 기계공학 조교수 부임 (John Craig 추천이 계기),직업 이력,hire,early_career
burdick,임용 초기,첫 박사학생 Gregory Chirikjian과 30 자유도 hyper-redundant snake-like 로봇 제작,연구·프로젝트,proj_start,early_career
burdick,1980년대 후반,"JPL과 협력 시작 (Carl Ruoff, Samad Hayati, Homayoun Seraji 등)",네트워크,collab_start,early_career
burdick,1980년대 후반~90,"NSF, ONR 지원으로 robotics 연구",연구·프로젝트,proj_start,early_career
burdick,1990년대 초,"로보틱스 자금 침체기, NIH·NASA·DOE로 다변화",실패·전환,funding_crisis,early_career
burdick,1990년대 중,"Inria(Sophia Antipolis)에서 Jean-Daniel Boissonnat과 사바티칼, Subir Ghosh와 공저",교육,sabbatical_visit,early_career
burdick,1990년대,"Paolo Fiorini(JPL)와 hopping robot 협업, Verona에서 사바티칼",교육,sabbatical_visit,early_career
burdick,일본 협업,Nobuaki Takahashi와 Shuuji Kajita(MEL/AIST)가 일본 정부 펠로우십으로 1~1.5년 체류,네트워크,collab_start,early_career
burdick,1999경,Caltech의 Richard Andersen에게 호출되어 monkey brain–robot arm 신경보철 시작,실패·전환,pivot,mid_career
burdick,2003경,"척수 손상 연구로 전환, UCLA·University of Louisville과 공동 연구",실패·전환,pivot,mid_career
burdick,2011,척수 손상 인간 환자 첫 임상 연구 결과 발표,연구·프로젝트,breakthrough,mid_career
burdick,인터뷰 시점,DARPA ARM 프로그램 6개 팀 중 하나로 JPL과 매니퓰레이션 챌린지 참여,연구·프로젝트,proj_start,mid_career
burdick,인터뷰 시점,Denso 의뢰로 ultra-wideband radar 기반 보행자 감지 → 한국 군 DMZ 센서 프로젝트 진행,연구·프로젝트,proj_start,mid_career
burdick,2011년 6월 6일,Pasadena Caltech에서 IEEE 구술 인터뷰 진행 (당시 R.L. & D.M. Hayman 교수),개인사,personal_other,mid_career
caplan,1925년 7월 26일,"뉴욕시 출생, 주로 Queens·Brooklyn에서 성장",개인사,birth,k12
caplan,고교 졸업 후,"미 해군 입대, 전자 기술병으로 레이더 기술 전공",외부 영향,war,k12
caplan,제대 후,NYU 공대 입학,교육,bs_enroll,undergrad
caplan,1951,NYU 전기공학 학사 (BEE) 취득,교육,bs_graduate,undergrad
caplan,1954,"NYU 전기공학 석사 (MEE) 취득; NYU 연구부 6년 근무, Adjunct Associate Professor 겸직",교육,ms_graduate,grad
caplan,이후 산업계,"Burrows, RCA에서 전자 대응(electronic countermeasures) 연구; Polaris 잠수함 통신 프로젝트",직업 이력,hire,early_career
caplan,이후,"Tracor 입사, HF 통신·방향 탐지 연구; Systems and Sciences Division Chief Engineer/VP",직업 이력,move,early_career
caplan,1973,"NYU 공대 폐쇄; NSF에 rotator로 합류 후 정규직 전환, Control & Automation 프로그램 디렉터",직업 이력,move,mid_career
caplan,NSF 시기,"Purdue에 KS Fu, George Saridis, Kashyap, John Liu 4인 묶어 Advanced Automation Laboratory 설립",연구·프로젝트,proj_start,mid_career
caplan,1983,"IEEE Robotics and Automation Council 창립 추진(George Saridis 주도, KS Fu·Lou Paul 등 위원)",학회·커뮤니티,conf_create,mid_career
caplan,1983년경,"첫 ICRA 컨퍼런스(추정 St. Louis, KS Fu가 General Chair)",학회·커뮤니티,conf_create,mid_career
caplan,1983년 9월,G7 산하 IARP(International Advanced Robotics Programme) 도쿄 조직 회의 미국 대표로 참가,학회·커뮤니티,committee,mid_career
caplan,1980년대 중,"NATO 과학분야 로봇 위원회 활동, Brussels·Toulon·Genoa 등에서 워크숍",학회·커뮤니티,committee,mid_career
caplan,1991,IEEE Robotics and Automation Society 회장 취임,학회·커뮤니티,editorship,senior
caplan,1996,Minneapolis ICRA General Chair,학회·커뮤니티,editorship,senior
caplan,2000,NSF 은퇴 (디비전 디렉터 3회 역임),직업 이력,retire,senior
caplan,2000~2002,Johns Hopkins ERC(Hopkins-MIT-CMU 외과 로봇 센터) 2년간 협력,네트워크,collab_start,senior
caplan,2005,IEEE RAS Distinguished Service Award 수상,수상·명예,lifetime_award,senior
caplan,2006,Orlando ICRA General Chair 2회차,학회·커뮤니티,editorship,senior
caplan,2012년 5월 16일,"St. Paul, MN에서 IEEE 구술 인터뷰 진행",개인사,personal_other,senior
carlisle,출생/성장,"San Francisco 출생, San Francisco·Marin County·Peninsula에서 성장 (조부는 디젤기관차 패턴 메이커)",개인사,birth,k12
carlisle,청소년기,16~18세 모형 철도에 몰두,개인사,personal_other,k12
carlisle,학부,Stanford 기계공학 (Bernie Roth 지도교수),교육,bs_major,undergrad
carlisle,1975,Stanford 전기공학 석사 졸업 (서보메카니즘·마이크로프로세서 제어 집중); Vic Scheinman·Bruce Shimano 만남,교육,ms_graduate,grad
carlisle,1975,Vic Scheinman·Bruce Shimano와 Vicarm 합류; 본인 생일(2월) 눈보라 속 GM Research Lab(미시간 Troy)에 Stanford Arm 납품,직업 이력,hire,early_career
carlisle,1976년 후반,GM이 PUMA RFQ 발표; Vicarm을 Unimation에 매각하고 PUMA 계약 수주,창업·산업,exit,early_career
